Yes/No,Site,Site Code,City,Country/Region,State/Province,ZIP/Postal Code,3 Digit Zip
,ADP GREENSBORO 2 NT,0098972001,GREENSBORO,USA,NC,27408,274
,ADP GREENSBORO 2 T,0098972082,GREENSBORO,USA,NC,27408,274
,ADP GREENSBORO MAINTENANCE,0098914043,GREENSBORO,USA,NC,27407,274
,ADP GREENSBORO REPAIR,0098914082,GREENSBORO,USA,NC,27407,274
,ADP PROGRAM ENGINEER,0098836017,SUMMERFIELD,USA,NC,27358,273
,ADP RALEIGH,0068471643,RALEIGH,USA,NC,27613,276
,ADP RALEIGH,0098915001,RALEIGH,USA,NC,27613,276
,ADP RALEIGH 2,0099016001,RALEIGH,USA,NC,27603,276
,ADP RALEIGH CLEANING,0098915031,RALEIGH,USA,NC,27613,276
,ADP RALEIGH MAINTENANCE,0098915043,RALEIGH,USA,NC,27613,276
,ADP RALEIGH REPAIR,0098915082,RALEIGH,USA,NC,27613,276
,ADP WILMINGTONNC,0098916001,WILMINGTON,USA,NC,28405,284
,ADP WILMINGTONNC 2,0098961001,WILMINGTON,USA,NC,28403,284
,ADP WILMINGTONNC 2 REPAIR,0098961082,WILMINGTON,USA,NC,28403,284
,ADVANCED COMPUTER LEARNING COM,0066157364,FAYETTEVILLE,USA,NC,28301,283
,AF- SEYMOUR-JOHNSON BACKFILL,0039218100,GOLDSBORO,USA,NC,27531,275
,AF- SEYMOUR-JOHNSON DFAC CR,0039218201,GOLDSBORO,USA,NC,27531,275
,AF- SEYMOUR-JOHNSON KIOSK CR,0039218202,GOLDSBORO,USA,NC,27531,275
,AF- SEYMOUR-JOHNSON PREOPENING,0039218061,GOLDSBORO,USA,NC,27531,275
,AF-AREA EXEC CHEF GORGON,0019028022,GOLDSBORO,USA,NC,27530,275
,AF-CONTRACTS CLARK,0019028020,WENDELL,USA,NC,27591,275
,AF-SEYMOUR-JOHNSON SOUTHERN EA,0039218001,GOLDSBORO,USA,NC,27531,275
,AF-VPO WHISNANT,0019028018,HAMPSTEAD,USA,NC,28443,284
,AGM HUOT,0089966012,FAYETTEVILLE,USA,NC,28306,283
,AH BEHAVIORAL HEALTH CHARLOTTE,0047547001,CHARLOTTE,USA,NC,28211,282
,AH BEHAVIORAL HEALTH CHARLOTTE,0047547002,CHARLOTTE,USA,NC,28211,282
,AH BEHAVIORAL HEALTH CHARLOTTE,0047547003,CHARLOTTE,USA,NC,28211,282
,AH BEHAVIORAL HEALTH DAVIDSON,0047548001,DAVIDSON,USA,NC,28036,280
,AH BEHAVIORAL HEALTH DAVIDSON,0047548002,DAVIDSON,USA,NC,28036,280
,AH BEHAVIORAL HEALTH DAVIDSON,0047548003,DAVIDSON,USA,NC,28036,280
,AH CLEVELAND,0047546001,SHELBY,USA,NC,28150,281
,AH CLEVELAND,0047546002,SHELBY,USA,NC,28150,281
,AH CLEVELAND,0047546003,SHELBY,USA,NC,28150,281
,AH HOSPICE OF CABARRUS COUNTY,0047556001,KANNAPOLIS,USA,NC,28081,280
,AH HOSPICE OF CABARRUS COUNTY,0047556002,KANNAPOLIS,USA,NC,28081,280
,AH HOSPICE OF CABARRUS COUNTY,0047556003,KANNAPOLIS,USA,NC,28081,280
,AH KINGS MOUNTAIN,0047545001,KINGS MOUNTAIN,USA,NC,28086,280
,AH KINGS MOUNTAIN,0047545002,KINGS MOUNTAIN,USA,NC,28086,280
,AH KINGS MOUNTAIN,0047545003,KINGS MOUNTAIN,USA,NC,28086,280
,AH LAKE NORMAN,0047558001,CORNELIUS,USA,NC,28031,280
,AH LAKE NORMAN,0047558002,CORNELIUS,USA,NC,28031,280
,AH LAKE NORMAN,0047558003,CORNELIUS,USA,NC,28031,280
,AH LAKE NORMAN STARTUP,0047558061,CORNELIUS,USA,NC,28031,280
,AH LINCOLN,0047549001,LINCOLNTON,USA,NC,28092,280
,AH LINCOLN,0047549002,LINCOLNTON,USA,NC,28092,280
,AH LINCOLN,0047549003,LINCOLNTON,USA,NC,28092,280
,AH REHAB CONCORD,0047553001,CONCORD,USA,NC,28025,280
,AH REHAB CONCORD,0047553002,CONCORD,USA,NC,28025,280
,AH REHAB CONCORD,0047553003,CONCORD,USA,NC,28025,280
,AH REHAB MOUNT HOLLY,0047552001,BELMONT,USA,NC,28012,280
,AH REHAB MOUNT HOLLY,0047552002,BELMONT,USA,NC,28012,280
,AH REHAB MOUNT HOLLY,0047552003,BELMONT,USA,NC,28012,280
,AH SHARED SERVICES,0047554001,CONCORD,USA,NC,28025,280
,AH STANLY REGIONAL MED CTR,0047540001,ALBEMARLE,USA,NC,28001,280
,AH STANLY REGIONAL MED CTR,0047540002,ALBEMARLE,USA,NC,28001,280
,AH STANLY REGIONAL MED CTR,0047540003,ALBEMARLE,USA,NC,28001,280
,AH UNIVERSITY CITY,0047550001,CHARLOTTE,USA,NC,28262,282
,AH UNIVERSITY CITY,0047550002,CHARLOTTE,USA,NC,28262,282
,AH UNIVERSITY CITY,0047550003,CHARLOTTE,USA,NC,28262,282
,AIRWAVZ SOLUTIONS,0066167129,CHARLOTTE,USA,NC,28208,282
,ALA BONNIE CONE CLASSICAL,0097130004,HUNTERSVILLE,USA,NC,28078,280
,ALA BONNIE CONE CLS CATERING,0097130005,HUNTERSVILLE,USA,NC,28078,280
,ALA BONNIE CONE LDR CATERING,0097130003,HUNTERSVILLE,USA,NC,28078,280
,ALA BONNIE CONE LEADERSHIP,0097130002,HUNTERSVILLE,USA,NC,28078,280
,ALA CHARLOTTE,0097130006,CHARLOTTE,USA,NC,28215,282
,ALA CHARLOTTE CATERING,0097130007,CHARLOTTE,USA,NC,28215,282
,ALA COASTAL,0097130008,WILMINGTON,USA,NC,28411,284
,ALA COASTAL CATERING,0097130009,WILMINGTON,USA,NC,28411,284
,ALA JOHNSTON,0097130012,CLAYTON,USA,NC,27520,275
,ALA JOHNSTON CATERING,0097130013,CLAYTON,USA,NC,27520,275
,ALA JOHNSTON NSLP,0097130014,CLAYTON,USA,NC,27520,275
,ALA NORTH CAROLINA,0097130001,WAKE FOREST,USA,NC,27587,275
,ALAMANCE RMC - ES,0048453026,BURLINGTON,USA,NC,27215,272
,ALAMANCE RMC - ES PREOPENING,0048453061,BURLINGTON,USA,NC,27215,272
,ALAMANCE RMC FOOD,0048453020,BURLINGTON,USA,NC,27215,272
,ALAMANCE RMC TAX,0048453021,BURLINGTON,USA,NC,27215,272
,ALASKA AIRLINES RDU,0058104001,MORRISVILLE,USA,NC,27560,275
,ALD CLT FOOD,0030297001,CHARLOTTE,USA,NC,28208,282
,ALD CLT FOOD NON-TAX,0030297003,CHARLOTTE,USA,NC,28208,282
,ALDERSGATE METHODIST CHUR,0066157094,DURHAM,USA,NC,27712,277
,ALERT METAL WORKS INC,0066167219,DALLAS,USA,NC,28034,280
,ALEXANDER RICKS PLLC,0066167099,CHARLOTTE,USA,NC,28204,282
,ALL INSURANCE FOR YOU,0066168321,ASHEBORO,USA,NC,27203,272
,ALL INSURANCE FOR YOU,0066168322,LEXINGTON,USA,NC,27295,272
,ALL WAYS CARING HOME CARE,0066168092,WAYNESVILLE,USA,NC,28786,287
,ALL WAYS CARING HOME CARE,0066168094,ASHEVILLE,USA,NC,28806,288
,ALL WAYS CARING HOME CARE,0066168484,CONOVER,USA,NC,28613,286
,ALL WAYS CARING HOME CARE,0066168485,LENOIR,USA,NC,28645,286
,ALLOY FABRICATORS INC,0066167499,ALEXIS,USA,NC,28006,280
,ALLSTATE TAMMIE GRISSO,0066167318,HIGH POINT,USA,NC,27265,272
,ALSCO DURHAM LINEN,0066157290,DURHAM,USA,NC,27703,277
,ALSIDE,0066157278,FAYETTEVILLE,USA,NC,28306,283
,ALUMINUM CO OF N C,0066157088,DURHAM,USA,NC,27704,277
,AMBASSADOR ANIMAL HOSPITAL,0066157536,FAYETTEVILLE,USA,NC,28311,283
,AMERICAN CANCER SOCIETY,0066157190,GREENVILLE,USA,NC,27834,278
,AMERICAN CANCER SOCIETY,0066157498,RALEIGH,USA,NC,27612,276
,AMERICAN CEDAR & MILLWORK,0066157095,RALEIGH,USA,NC,27609,276
,AMERICAN LENDING,0066166885,CHARLOTTE,USA,NC,28262,282
,AMERICAN ONCOLOGY MANAGAMENT C,0066167216,ASHEVILLE,USA,NC,28806,288
,AMERICAN ONCOLOGY MANAGAMENT C,0066167220,ASHEVILLE,USA,NC,28806,288
,AMERICAN ONCOLOGY MANAGAMENT C,0066167227,PISGAH FOREST,USA,NC,28768,287
,AMERICAN ONCOLOGY MANAGAMENT C,0066167228,FRANKLIN,USA,NC,28734,287
,AMERICAN ONCOLOGY MANAGAMENT C,0066167261,MARION,USA,NC,28752,287
,AMERICAN ONCOLOGY MANAGAMENT C,0066167262,MARION,USA,NC,28752,287
,AMERICAN ONCOLOGY MANAGAMENT C,0066167268,SYLVA,USA,NC,28779,287
,AMERICAN ONCOLOGY MANAGAMENT C,0066167269,SYLVA,USA,NC,28779,287
,AMERICAS BEST VALUE INN,0066157198,GOLDSBORO,USA,NC,27534,275
,AMERILIFE,0066167480,CHARLOTTE,USA,NC,28277,282
,AMERIPRISE FINANCIAL,0066168135,WINSTON SALEM,USA,NC,27104,271
,AMEX CENTURION CLT - BIP,0048896005,CHARLOTTE,USA,NC,28208,282
,AMEX CENTURION CLT BIP SM,0048896015,CHARLOTTE,USA,NC,28208,282
,AMEX CENTURION CLT CLEANING,0048896004,CHARLOTTE,USA,NC,28208,282
,AMEX CENTURION CLT CLEANING SM,0048896014,CHARLOTTE,USA,NC,28208,282
,AMEX CENTURION CLT INVESTMENT,0048896098,CHARLOTTE,USA,NC,28208,282
,AMEX CENTURION CLT MAGIC,0048896011,CHARLOTTE,USA,NC,28208,282
,AMEX CENTURION NCE,0048893001,HUNTERSVILLE,USA,NC,28078,280
,AMEX CENTURION-CLT,0048896001,CHARLOTTE,USA,NC,28208,282
,AMEX CENTURION-CLT RE OPENING,0048896063,CHARLOTTE,USA,NC,28208,282
,AMEX CLT PREOPENING,0048896061,CHARLOTTE,USA,NC,28208,282
,ANGIES BREAKFAST BARN,0066157257,SANFORD,USA,NC,27330,273
,ANNIE PENN HOSPITAL ES,0048453014,REIDSVILLE,USA,NC,27320,273
,ANNIE PENN MEMORIAL HOSPITAL,0048453008,REIDSVILLE,USA,NC,27320,273
,ANNIE PENN NURSING CENTER,0048453009,REIDSVILLE,USA,NC,27320,273
,AON CHARLOTTE COFFEE,0082355529,CHARLOTTE,USA,NC,28204,282
,AON RALEIGH COFFEE,0082355532,RALEIGH,USA,NC,27607,276
,AON WINSTON SALEM NC COFFEE,0082355531,WINSTON SALEM,USA,NC,27105,271
,APOLLOCHEMICALCOMPANYMOUNTVERN,0066167361,BURLINGTON,USA,NC,27215,272
,ARC POINT LABS,0066157535,RALEIGH,USA,NC,27603,276
,ARDEN COMPANIES,0066157239,SANFORD,USA,NC,27332,273
,ARDEN COMPANIES,0066157240,SANFORD,USA,NC,27332,273
,ARTIST VILLAGE VENDING,0038574007,WINSTON SALEM,USA,NC,27127,271
,ASBERRY COURTS,0066166891,GREENSBORO,USA,NC,27406,274
,ASHEBORO SCHOOL DISTRICT,0011233001,ASHEBORO,USA,NC,27203,272
,ASPIRE PRIVATE CAPITAL,0066167019,CORNELIUS,USA,NC,28031,280
,ASSET GUARD,0066168224,LEWISVILLE,USA,NC,27023,270
,ASTON APARTMENTS,0066157195,WAKE FOREST,USA,NC,27587,275
,ATLANTIC AUTO AND TIRE,0066157238,SANFORD,USA,NC,27330,273
,ATLANTIC NATURAL FOODS LLC,0066157177,NASHVILLE,USA,NC,27856,278
,ATTORNEY RICHARD PENISTON,0066166835,CHARLOTTE,USA,NC,28205,282
,AUDIO VIDEO CONCEPTS,0066167120,INDIAN TRAIL,USA,NC,28079,280
,AXIS CORRUGATED CONTAINERS,0066157102,BUTNER,USA,NC,27509,275
,AYERS AUTOMOTIVE LLC,0066168353,STATESVILLE,USA,NC,28677,286
,AZTECA AUTO REPAIR LLC,0066168335,CHARLOTTE,USA,NC,28273,282
,B B & T SPEC. ASSETS,0066157040,LUMBERTON,USA,NC,28358,283
,B2C CORP SERVICES-NC,0070311441,CHARLOTTE,USA,NC,28209,282
,BAHNSON ENVIRONMENTAL SPECIALT,0066157129,RALEIGH,USA,NC,27606,276
,BAKER  CONCRETE / JOB 14146,0066168557,CHARLOTTE,USA,NC,28204,282
,BAL PERAZIM CHURCH,0066157225,FAYETTEVILLE,USA,NC,28303,283
,BARRDAY PROTECTIVE SOLUTIONS,0066167416,CHARLOTTE,USA,NC,28214,282
,BARRDAY PROTECTIVE SOLUTIONS,0066167483,CHARLOTTE,USA,NC,28214,282
,BARRIER FENCING,0066168565,MIDLAND,USA,NC,28107,281
,BASF,0010496401,RESEARCH TRIANGLE PARK,USA,NC,27709,277
,BASF ALEXANDER DR ORS,0010496501,DURHAM,USA,NC,27709,277
,BASF- CAFE,0010496001,DURHAM,USA,NC,27709,277
,BASF CORPORATION- CAFE,0056433001,DURHAM,USA,NC,27709,277
,BASF VENDING,0056433401,RESEARCH TRIANGLE PARK,USA,NC,27709,277
,BASF-OCS,0010496002,DURHAM,USA,NC,27709,277
,BAYADA,0066157367,RALEIGH,USA,NC,27612,276
,BAYADA HOME HEALTH CARE,0066166845,CHARLOTTE,USA,NC,28262,282
,BAYER CROPSCIENCE OCS,0054425501,DURHAM,USA,NC,27709,277
,BBTS,0066157092,OXFORD,USA,NC,27565,275
,BEACON AUTOMOTIVE,0066157551,SPRING LAKE,USA,NC,28390,283
,BEATY S SERVICE CENTER,0066168441,DALLAS,USA,NC,28034,280
,BELA FAMILY DENTISTRY OF MOORE,0066168489,MOORESVILLE,USA,NC,28115,281
,BELLAROSE HEALTH,0066157361,GARNER,USA,NC,27529,275
,BELLE MEADE LOWER MAINT,0066157227,SOUTHERN PINES,USA,NC,28387,283
,BENCO CONSTRUCTION / THE GARTE,0066168554,CHARLOTTE,USA,NC,28217,282
,BENEFITS - H&W - NC,0070301275,ASHEVILLE,USA,NC,28804,288
,BENHARD MCC,0066157578,DURHAM,USA,NC,27703,277
,BERNARD ROBINSON CO,0066166372,GREENSBORO,USA,NC,27410,274
,BERNHARDT FURNITURES,0066166526,HIGH POINT,USA,NC,27260,272
,BETA FUELING SYSTEM INC,0066167348,REIDSVILLE,USA,NC,27320,273
,BETSY JOHNSON HOSP FOOD,0048325001,DUNN,USA,NC,28334,283
,BETSY JOHNSON HOSP STARTUP,0048325061,DUNN,USA,NC,28334,283
,BIG BROTHERS COLLISION,0066167492,MONROE,USA,NC,28110,281
,BIGS CUSTOMER SUPPORT-NC,0070314294,WILMINGTON,USA,NC,28412,284
,BIGS-FM PLATFORM-DIRECT NC,0070307713,BURNSVILLE,USA,NC,28714,287
,BIJUR DELIMON INTL,0066157522,RALEIGH,USA,NC,27609,276
,BISHOP TIRE AND AUTO REPAIR LL,0066168552,MOUNT HOLLY,USA,NC,28120,281
,BL COMPANIES,0066167235,CHARLOTTE,USA,NC,28277,282
,BLACK AND VEATCH,0066167207,CHARLOTTE,USA,NC,28262,282
,BLACKBURN CONSTRUCTION,0066168455,HUNTERSVILLE,USA,NC,28078,280
,BLACKMAN AND SLOOP CPAS P A,0066157349,CHAPEL HILL,USA,NC,27517,275
,BLADEN COUNTY HOSP FOOD,0048323001,ELIZABETHTOWN,USA,NC,28337,283
,BLADEN COUNTY HOSP STARTUP,0048323061,ELIZABETHTOWN,USA,NC,28337,283
,BLEECKER BUICK GMC,0066157141,RED SPRINGS,USA,NC,28377,283
,BLUE PACK MARKETING,0066157425,CLAYTON,USA,NC,27520,275
,BLUELINX CORPORATION,0066166060,CHARLOTTE,USA,NC,28208,282
,BLUELINX CORPORATION,0066166061,CHARLOTTE,USA,NC,28208,282
,BOBS CURB MARKET,0066166824,GREENSBORO,USA,NC,27406,274
,BORDER STATES ELECTRIC,0066157527,GARNER,USA,NC,27529,275
,BOXER FREIGHT,0066167355,GREENSBORO,USA,NC,27409,274
,BRANDYBERRY AND ASSCOCIATES,0066167354,THOMASVILLE,USA,NC,27360,273
,BRAXTON TIRE,0066157065,HILLSBOROUGH,USA,NC,27278,272
,BRIGHTER FINANCIAL,0066167290,LEXINGTON,USA,NC,27292,272
,BRIGHTVIEW HEALTH,0066168136,ASHEBORO,USA,NC,27203,272
,BRIGHTVIEW HEALTH,0066168149,NORTH WILKESBORO,USA,NC,28659,286
,BRIGHTWOOD CROSSING,0066167309,WHITSETT,USA,NC,27377,273
,BROADCOM CHARLOTTE,0092164532,CHARLOTTE,USA,NC,28262,282
,BROADCOM DURHAM OCS,0092164523,DURHAM,USA,NC,27703,277
,BROADCOM DURHAM VENDING,0092164404,DURHAM,USA,NC,27709,277
,BROADWAY FAMILY FUN CENTER,0066167508,BURLINGTON,USA,NC,27215,272
,BROADWIND INDUSTRIAL SOLUTIONS,0066157264,SANFORD,USA,NC,27330,273
,BROOKLYN PIZZARIA,0066157031,SPRING LAKE,USA,NC,28390,283
,BROOKSTONE LODGE VENDING 2,0064718632,ASHEVILLE,USA,NC,28803,288
,BRUNSWICK MC PT TRANSPORT,0075610008,BOLIVIA,USA,NC,28422,284
,BRUNSWICK PLANTATION,0066168131,CALABASH,USA,NC,28467,284
,BRYAN PARK SOCCER,0066167039,BROWNS SUMMIT,USA,NC,27214,272
,BTS BLACKS TIRES,0066157297,FAYETTEVILLE,USA,NC,28306,283
,BTS BLACKS TIRES,0066157309,FAYETTEVILLE,USA,NC,28303,283
,BTS BLACKS TIRES,0066157345,OXFORD,USA,NC,27565,275
,BTS BLACKS TIRES,0066167257,NEWPORT,USA,NC,28570,285
,BTS BLACKS TIRES,0066167258,JACKSONVILLE,USA,NC,28546,285
,BUILDING MATERIAL AND CONSTRUC,0066157002,APEX,USA,NC,27502,275
,BUILDING MATERIAL AND CONSTRUC,0066157149,GARNER,USA,NC,27529,275
,BUILDING MATERIAL AND CONSTRUC,0066157276,RALEIGH,USA,NC,27604,276
,BUILDING MATERIAL AND CONSTRUC,0066157285,YOUNGSVILLE,USA,NC,27596,275
,BUILDING MATERIAL AND CONSTRUC,0066157378,RALEIGH,USA,NC,27609,276
,BUILDING MATERIAL AND CONSTRUC,0066157426,RALEIGH,USA,NC,27609,276
,BUNZL CAROLINAS AND VIRGINA,0066167367,WINSTON SALEM,USA,NC,27107,271
,BUTLER CPA,0066167321,GREENSBORO,USA,NC,27410,274
,C & N DISTRIBUTORS INC.,0066168518,CHARLOTTE,USA,NC,28206,282
,C AND C TOP SHOP,0066157282,FAYETTEVILLE,USA,NC,28311,283
,C P SCLINTON,0066157307,CLINTON,USA,NC,28328,283
,C R T S INC,0066157081,GARNER,USA,NC,27529,275
,CADILLAC OF FAYETTEVILLE,0066157351,FAYETTEVILLE,USA,NC,28303,283
,CAMPBELL CENTRAL TEAM HSE DIR,0033465015,KERNERSVILLE,USA,NC,27284,272
,CAMPBELL OIL CO,0066168154,SILER CITY,USA,NC,27344,273
,CAMS,0066157533,RALEIGH,USA,NC,27617,276
,CAMS,0066166865,WILMINGTON,USA,NC,28403,284
,CAMS,0066166992,WILMINGTON,USA,NC,28403,284
,CANDM CLEANING,0066167299,THOMASVILLE,USA,NC,27360,273
,CANINE STYLIN,0066167154,EAST FLAT ROCK,USA,NC,28726,287
,CAPE FEAR BETSY JOHNSON DIETIT,0020732004,FAYETTEVILLE,USA,NC,28304,283
,CAPE FEAR CENTRAL HARNETT DIET,0020732005,FAYETTEVILLE,USA,NC,28304,283
,CAPE FEAR COLLISION,0066157574,FAYETTEVILLE,USA,NC,28303,283
,CAPE FEAR FARM CREDIT,0066157028,RAEFORD,USA,NC,28376,283
,CAPE FEAR FINAINCE,0066157187,FAYETTEVILLE,USA,NC,28301,283
,CAPE FEAR VALLEY MC FOOD,0020732001,FAYETTEVILLE,USA,NC,28304,283
,CAPE FEAR VALLEY MC PANERA,0020732003,FAYETTEVILLE,USA,NC,28304,283
,CAPE FEAR VALLEY MC STARTUP,0020732061,FAYETTEVILLE,USA,NC,28304,283
,CAPITAL FORD OF HILLSBOROUGH,0066157193,HILLSBOROUGH,USA,NC,27278,272
,CAPTIVE AIRE,0066157162,YOUNGSVILLE,USA,NC,27596,275
,CAPTIVE AIRE,0066157442,YOUNGSVILLE,USA,NC,27596,275
,CAR QUEST AUTO PARTS,0066157433,FAYETTEVILLE,USA,NC,28303,283
,CAROCON CONSTRUCTON,0066168250,MOORESVILLE,USA,NC,28117,281
,CAROLINA EAST HEALTH SYSTEM,0012394001,NEW BERN,USA,NC,28560,285
,CAROLINA FACIAL PLASTICS,0066167032,CHARLOTTE,USA,NC,28210,282
,CAROLINA GUNRUNNERS,0066157020,RALEIGH,USA,NC,27614,276
,CAROLINA HEART AND LEGG CNT,0066157303,FAYETTEVILLE,USA,NC,28304,283
,CAROLINA PRECISION,0066167482,MOORESVILLE,USA,NC,28115,281
,CAROLINA QUALITY HEATING AND A,0066167296,MC LEANSVILLE,USA,NC,27301,273
,CAROLINA UROLOGY PARTNERS,0066167045,GASTONIA,USA,NC,28054,280
,CAROLINAS EYE CENTER,0066168306,CHARLOTTE,USA,NC,28269,282
,CAROLINAS TELCO FEDERAL CREDIT,0066168350,CHARLOTTE,USA,NC,28205,282
,CAROLINAS TELCO FEDERAL CREDIT,0066168352,CORNELIUS,USA,NC,28031,280
,CAROLYN CLOSE,0066167317,GREENSBORO,USA,NC,27403,274
,CARQUEST AUTO PARTS,0066157552,ERWIN,USA,NC,28339,283
,CARY AUDIO DESIGN,0066157235,RALEIGH,USA,NC,27607,276
,CARY MEDICAL GROUP GI,0066157135,CARY,USA,NC,27518,275
,CARY ORTHOPAEDICS AND SPORTS M,0066157408,CARY,USA,NC,27518,275
,CARY ORTHOPAEDICS AND SPORTS M,0066157409,CARY,USA,NC,27518,275
,CASA AMIGOS COCINA MEXICAN,0066157518,FUQUAY VARINA,USA,NC,27526,275
,CASA GARCIA,0066157253,CARTHAGE,USA,NC,28327,283
,CASWELL COUNTY SCHOOL ADMON OF,0066166866,YANCEYVILLE,USA,NC,27379,273
,CATALENT,0058125001,GREENVILLE,USA,NC,27834,278
,CBC AMERICA LLC,0066157289,MEBANE,USA,NC,27302,273
,CE RODNEY FOSTER,0070316563,CLEMMONS,USA,NC,27012,270
,CEDAR TRACE SIG PROP,0066167325,GREENSBORO,USA,NC,27407,274
,CEI,0066166683,APEX,USA,NC,27523,275
,CENTER WOMENS HEALTHCARE GSO,0066167285,GREENSBORO,USA,NC,27408,274
,CENTRAL CAROLINA TRUCK LUBE,0066157258,SANFORD,USA,NC,27330,273
,CENTRAL ELECTRIC MEMBERSHIP CO,0066157213,SANFORD,USA,NC,27332,273
,CENTRAL HARNETT HOSP FOOD,0048326001,LILLINGTON,USA,NC,27546,275
,CENTRAL HARNETT HOSP STARTUP,0048326061,LILLINGTON,USA,NC,27546,275
,CHAMPION-DIV.OF SARA LEE,0066157038,LAUREL HILL,USA,NC,28351,283
,CHANGE MGT-NC,0070014235,SANFORD,USA,NC,27330,273
,CHAPEL HILL TIRE CAR CARE,0066157396,CHAPEL HILL,USA,NC,27514,275
,CHARLES BOYD CHEVROLET,0066157178,HENDERSON,USA,NC,27536,275
,CHARLES W TAYLOR CPA,0066167302,LEXINGTON,USA,NC,27292,272
,CHARLOTTE SAW AND KNIFE,0066168275,LOCUST,USA,NC,28097,280
,CHAUDHRY HALAL MEATS,0066166665,SILER CITY,USA,NC,27344,273
,CHECKERED FLAG BAR B QUE,0066166444,SALISBURY,USA,NC,28144,281
,CHENEY BROTHERS,0066168112,STATESVILLE,USA,NC,28677,286
,CHESAPEAKE,0066157107,RALEIGH,USA,NC,27615,276
,CHIA BISTRO,0066166424,HUNTERSVILLE,USA,NC,28078,280
,CHOSEN GENERATION,0066157152,HENDERSON,USA,NC,27536,275
,CHURCH OF GOD,0066157266,SANFORD,USA,NC,27330,273
,CITY ELECTRIC SUPPLY,0066167451,GREENSBORO,USA,NC,27406,274
,CITY LIGHTING PRODUCTS,0066167245,MOORESVILLE,USA,NC,28117,281
,CITY OF EDEN- MAINT DEPT,0066167052,EDEN,USA,NC,27288,272
,CITY OF SANFORD FINANCE DEPT,0066157246,SANFORD,USA,NC,27330,273
,CITY OF SANFORD FINANCE DEPT,0066157247,SANFORD,USA,NC,27330,273
,CITY OF SANFORD FINANCE DEPT,0066157292,SANFORD,USA,NC,27330,273
,CITY OF SANFORD POLICE DEPT,0066157248,SANFORD,USA,NC,27330,273
,CLANCY THEYS CONSTRUCTION,0066168178,CHARLOTTE,USA,NC,28206,282
,CLASSICAL CONVERSATIONS,0066157342,SOUTHERN PINES,USA,NC,28387,283
,CLAWSON AND STAUBES LLC,0066168466,CHARLOTTE,USA,NC,28226,282
,CLES STOP & SHOP,0066157044,HOLLISTER,USA,NC,27844,278
,CLEVELAND PINES,0047544001,SHELBY,USA,NC,28150,281
,CLEVELAND PINES,0047544002,SHELBY,USA,NC,28150,281
,CLEVELAND PINES,0047544003,SHELBY,USA,NC,28150,281
,CLIENT PROCUREMENT SERVICES-NC,0070303858,CHARLOTTE,USA,NC,28210,282
,CLIFFORD W ESTES CO INC,0066166661,STALEY,USA,NC,27355,273
,CNE SERVICES # 2,0066167363,PINNACLE,USA,NC,27043,270
,CNE SERVICES INC,0066167297,COLFAX,USA,NC,27235,272
,CO. DAVIE TECHNOLOGY SOLUTION,0066167338,MOCKSVILLE,USA,NC,27028,270
,COLGATE FINANCE-SUDMEYER,0014698054,SNEADS FERRY,USA,NC,28460,284
,COLGATE FINANCE-TAWDE,0014698061,CARY,USA,NC,27519,275
,COLORS EDGE INC,0066167370,GREENSBORO,USA,NC,27406,274
,COMMERCIAL SERVICE CENTER,0066167124,CHARLOTTE,USA,NC,28206,282
,COMMSCOPE 1100 COMMSCOPE ORS,0073900511,HICKORY,USA,NC,28602,286
,COMMSCOPE 1100 COMMSCOPE VEND,0073900409,HICKORY,USA,NC,28602,286
,COMMSCOPE 1130 CLASSIC ORS,0073900510,APEX,USA,NC,27539,275
,COMMSCOPE 325 ARLINGTON VEND,0073900408,CHARLOTTE,USA,NC,28203,282
,COMMSCOPE CHARLOTTE ORS,0073900501,CHARLOTTE,USA,NC,28203,282
,COMMUNITY SUPPORT SERVICE,0066167358,GREENSBORO,USA,NC,27403,274
,COMPANY BOX,0066167006,CHARLOTTE,USA,NC,28273,282
,COMPUTERWAY FOOD SYSTEMS,0066167341,HIGH POINT,USA,NC,27262,272
,CONCORD DIESEL,0066168328,CONCORD,USA,NC,28025,280
,CONE BH CRISIS CENTER EVS,0048453025,GREENSBORO,USA,NC,27401,274
,CONE BH CRISIS CENTER FNS,0048453024,GREENSBORO,USA,NC,27401,274
,CONE HEALTH - DRAWBRIDGE,0048453027,GREENSBORO,USA,NC,27410,274
,CONE HEALTH BEHAVIORAL HOSP ES,0048453013,GREENSBORO,USA,NC,27403,274
,CONE HEALTH BEHAVIORAL HOSPITA,0048453007,GREENSBORO,USA,NC,27401,274
,CONE HEALTH SYSTEM WESLEY MM,0048453801,GREENSBORO,USA,NC,27402,274
,CONE HEALTH TRIAD HOSPITALISTS,0066167366,GREENSBORO,USA,NC,27401,274
,CONE HEALTH TRIAD HOSPITALISTS,0066167372,GREENSBORO,USA,NC,27403,274
,CONE HEALTH TRIAD HOSPITALISTS,0066167373,GREENSBORO,USA,NC,27401,274
,CONE HEALTH TRIAD HOSPITALISTS,0066167374,GREENSBORO,USA,NC,27408,274
,CONE HEALTH WESLEY LONG VENDIN,0048453401,GREENSBORO,USA,NC,27402,274
,CONJET INC,0066168173,CHARLOTTE,USA,NC,28208,282
,CONS ECUH DUPLIN HOSP SERVERY,0089239011,KENANSVILLE,USA,NC,28349,283
,CONS FIRSTHLTH HOKE CAMP DESIG,0089273006,RAEFORD,USA,NC,28376,283
